							Integrated Y1	Integrated Y 2	Integrated Y 3
	20120613_Lumatec2_Filter0_5cm_geringe_Leitstung_0.7W.txt	20120613_Lumatec2_Filter3_5cm_geringe_Leistung_0.36W.txt	20120623_Lumatec2_Filter1_5cm_geringeLeistung_0.39W.txt		Lumatec 2 Filter 3 skaliert		20120613_Lumatec2_Filter0_5cm_geringe_Leitstung_0.7W.txt	20120613_Lumatec2_Filter3_5cm_geringe_Leistung_0.36W.txt	20120623_Lumatec2_Filter1_5cm_geringeLeistung_0.39W.txt
961,18	0,42472	0,11387	0,29377		0,056935		149436,96965285	62886,6330292	117912,4113819
961,9	0,42213	0,11606	0,29811		0,05803		149437,27451885	62886,715804	117912,6244587
962,63	0,42069	0,1154	0,29789		0,0577		149437,58214815	62886,8002869	117912,8419987
963,35	0,41469	0,11418	0,29142		0,05709		149437,88288495	62886,8829357	117913,0541503
964,08	0,41577	0,11985	0,29536		0,059925		149438,18600285	62886,96835665	117913,268325
964,8	0,41378	0,11595	0,29783		0,057975		149438,48464085	62887,05324465	117913,4818734
965,53	0,42052	0,11722	0,29419		0,05861		149438,78916035	62887,1383517	117913,6979607
966,25	0,42115	0,11968	0,3009		0,05984		149439,09216155	62887,2236357	117913,9121931
966,98	0,41737	0,11648	0,30089		0,05824		149439,39822135	62887,3098341	117914,13184645
967,7	0,42407	0,1219	0,30961		0,06095		149439,70113975	62887,3956509	117914,35162645
968,43	0,42466	0,11879	0,30874		0,059395		149440,0109262	62887,48350275	117914,5773242
969,15	0,41569	0,11227	0,30573		0,056135		149440,3134522	62887,56668435	117914,7985334
969,87	0,41631	0,1087	0,29778		0,05435		149440,6129722	62887,64623355	117915,015797
970,6	0,41976	0,1093	0,30174		0,05465		149440,91813775	62887,72580355	117915,2346218
971,32	0,41785	0,10827	0,29553		0,054135		149441,21967735	62887,80412875	117915,449639
972,05	0,42847	0,11021	0,2994		0,055105		149441,52858415	62887,88387395	117915,66678845
972,77	0,42975	0,11159	0,29976		0,055795		149441,83754335	62887,96372195	117915,88248605
973,49	0,43696	0,11716	0,30964		0,05858		149442,14955895	62888,04607195	117916,10187005
974,22	0,43458	0,11316	0,30096		0,05658		149442,46767105	62888,13013875	117916,32473905
974,94	0,43684	0,11694	0,29991		0,05847		149442,78138225	62888,21297475	117916,54105225
975,67	0,44417	0,1147	0,30384		0,05735		149443,1029509	62888,29752335	117916,761421
976,39	0,44688	0,11433	0,30059		0,057165		149443,4237289	62888,37997415	117916,9790158
977,11	0,46156	0,12019	0,31287		0,060095		149443,7507673	62888,4644013501	117917,1998614
977,84	0,45823	0,12049	0,32089		0,060245		149444,08649065	62888,55224955	117917,4311838
978,56	0,45525	0,11947	0,32069		0,059735		149444,41534345	62888,63863515	117917,6621526
979,28	0,46087	0,12091	0,33046		0,060455		149444,74514665	62888,72517195	117917,8965666
980,01	0,44714	0,12038	0,32421		0,06019		149445,0765703	62888,8132428	117918,13552115
980,73	0,45607	0,12427	0,33053		0,062135		149445,4017259	62888,9013168	117918,37122755
981,45	0,46314	0,12947	0,33882		0,064735		149445,7326415	62888,9926632	117918,61219355
982,18	0,46645	0,13022	0,3466		0,06511		149446,07194185	62889,08745005	117918,86237185
982,9	0,47507	0,12642	0,35125		0,06321		149446,41088905	62889,17984045	117919,11359785
983,62	0,47704	0,12778	0,34664		0,06389		149446,75364865	62889,27135245	117919,36483825
984,34	0,48149	0,12515	0,34909		0,062575		149447,09871945	62889,36240725	117919,61530105
985,07	0,47497	0,12238	0,34333		0,06119		149447,44782735	62889,4527557	117919,86803435
985,79	0,48211	0,13016	0,34598		0,06508		149447,79237615	62889,5436701001	117920,11618595
986,51	0,49042	0,1246	0,35382		0,0623		149448,14248695	62889,6353837001	117920,36811395
987,23	0,49293	0,12574	0,35582		0,06287		149448,49649295	62889,7255061	117920,62358435
987,96	0,50724	0,12967	0,36884		0,064835		149448,861555	62889,81873075	117920,88808525
988,68	0,5004	0,12628	0,36939		0,06314		149449,2243054	62889,9108727501	117921,15384805
989,4	0,49371	0,12088	0,35857		0,06044		149449,582185	62889,99985035	117921,41591365
990,12	0,49857	0,12567	0,36266		0,062835		149449,9394058	62890,08860835	117921,67555645
990,84	0,4925	0,12227	0,35444		0,061135		149450,296191	62890,17786675	117921,93371245
991,57	0,48841	0,11744	0,35508		0,05872		149450,65422315	62890,2653609	117922,19268725
992,29	0,4858	0,11676	0,35723		0,05838		149451,00493875	62890,3496729	117922,44911885
993,01	0,48653	0,11201	0,35072		0,056005		149451,35497755	62890,4320301	117922,70398085
993,73	0,48983	0,10516	0,35149		0,05258		149451,70646715	62890,5102113	117922,95677645
994,45	0,49003	0,11111	0,349		0,055555		149452,05921675	62890,5880685	117923,20895285
995,17	0,49736	0,11069	0,34571		0,055345		149452,41467715	62890,6679165	117923,45904845
995,89	0,49301	0,10223	0,33641		0,051115		149452,77121035	62890,7445677	117923,70461165
996,62	0,50231	0,10602	0,3378		0,05301		149453,13450215	62890,82057895	117923,9506983
997,34	0,5059	0,10029	0,34366		0,050145		149453,49745775	62890,89485055	117924,1960239
998,06	0,51062	0,098253	0,35654		0,0491265		149453,86340495	62890,96632603	117924,4480959
998,78	0,52176	0,10977	0,37215		0,054885		149454,23506175	62891,04121431	117924,7104243
999,5	0,52498	0,10712	0,37987		0,05356		149454,61188815	62891,1192947101	117924,9811515
1000,22	0,53902	0,11517	0,38699		0,057585		149454,99492815	62891,19931911	117925,2572211
1000,94	0,5576	0,12718	0,4118		0,06359		149455,38971135	62891,2865651101	117925,5447855
1001,66	0,56835	0,12995	0,42117		0,064975		149455,79505335	62891,37913191	117925,8446547
1002,38	0,58263	0,12807	0,43559		0,064035		149456,20940615	62891,4720191101	117926,1530883
1003,1	0,59358	0,12622	0,44898		0,06311		149456,63284175	62891,56356351	117926,4715335
1003,82	0,60193	0,13574	0,45488		0,06787		149457,06322535	62891,6578691101	117926,7969231
1004,55	0,61654	0,13083	0,46199		0,065415		149457,5079669	62891,7551671601	117927,13158065
1005,27	0,61069	0,13405	0,46257		0,067025		149457,9497697	62891,85052396	117927,46442225
1005,99	0,6296	0,14065	0,45964		0,070325		149458,3962741	62891,9494159601	117927,79641785
1006,71	0,63297	0,13981	0,47113		0,069905		149458,8507993	62892,0503815601	117928,13149505
1007,43	0,65155	0,15366	0,48072		0,07683		149459,3132265	62892,1560307601	117928,47416105
1008,15	0,65869	0,15488	0,48467		0,07744		149459,7849129	62892,2671051601	117928,82170145
1008,87	0,6717	0,16682	0,48723		0,08341		149460,2638533	62892,3829171601	117929,17158545
1009,59	0,69319	0,19345	0,50601		0,096725		149460,7552137	62892,5126143601	117929,52915185
1010,31	0,72237	0,24715	0,54064		0,123575		149461,2648153	62892,6712303601	117929,90594585
1011,03	0,75054	0,28675	0,56613		0,143375		149461,7950629	62892,8634343601	117930,30438305
1011,75	0,77036	0,29298	0,58315		0,14649		149462,3425869	62893,0721371601	117930,71812385
1012,46	0,77659	0,30512	0,59218		0,15256		149462,89175415	62893,28446266	117931,135366
1013,18	0,81117	0,31771	0,61707		0,158855		149463,46334775	62893,5086814601	117931,570696
1013,9	0,81567	0,32686	0,6331		0,16343		149464,04901015	62893,74072666	117932,0207572
1014,62	0,82969	0,33547	0,63899		0,167735		149464,64133975	62893,97916546	117932,4787096
1015,34	0,85038	0,33731	0,65023		0,168655		149465,24616495	62894,22136626	117932,9428288
1016,06	0,86165	0,34963	0,66925		0,174815		149465,86249575	62894,46866466	117933,4178416
1016,78	0,86714	0,34559	0,668		0,172795		149466,48486015	62894,71894386	117933,8992516
1017,5	0,86432	0,33326	0,66759		0,16663		149467,10818575	62894,96332986	117934,380064
1018,22	0,84488	0,29335	0,64053		0,146675		149467,72349775	62895,18890946	117934,8509872
1018,94	0,83522	0,25405	0,62501		0,127025		149468,32833375	62895,38597346	117935,3065816
1019,66	0,84367	0,25092	0,63419		0,12546		149468,93273415	62895,5677626601	117935,7598936
1020,37	0,85657	0,25013	0,64537		0,125065		149469,53631935	62895,7456354101	117936,2141374
1021,09	0,86773	0,24965	0,65444		0,124825		149470,15706735	62895,9255562101	117936,682069
1021,81	0,88032	0,24065	0,6459		0,120325		149470,78636535	62896,10206421	117937,1501914
1022,53	0,91579	0,23521	0,66806		0,117605		149471,43296495	62896,2733738101	117937,623217
1023,25	0,93534	0,24011	0,67796		0,120055		149472,09937175	62896,44448901	117938,1077842
1023,97	0,99496	0,23843	0,70454		0,119215		149472,79427975	62896,61676341	117938,6054842
1024,68	1,054	0,25622	0,75616		0,12811		149473,52166055	62896,7923641601	117939,1240327
1025,4	1,6952	0,79325	1,4629		0,396625		149474,51137255	62897,17017336	117939,9228943
1026,12	2,6394	1,5939	2,5008		0,79695		149476,07182855	62898,02954736	117941,3498263
1026,84	3,9847	2,7916	3,9962		1,3958		149478,45650455	62899,6083273601	117943,6887463
1027,56	6,3545	4,8682	6,629		2,4341		149482,17861655	62902,3658553601	117947,5138183
1028,27	11,161	9,1867	12,109		4,59335		149488,39661905	62907,3553448601	117954,1658083
1028,99	25,911	22,331	28,501		11,1655		149501,74253905	62918,7017168601	117968,7854083
1029,71	26,909	23,138	29,709		11,569		149520,75773905	62935,0705568601	117989,7410083
1030,43	14,136	11,984	15,44		5,992		149535,53393905	62947,7144768601	118005,9946483
1031,14	9,8386	8,1883	10,712		4,09415		149544,04492205	62954,8756433601	118015,2786083
1031,86	7,6933	6,3428	8,325		3,1714		149550,35640605	62960,1068393601	118022,1319283
1032,58	6,4009	5,1753	6,8969		2,58765		149555,43031805	62964,2533553601	118027,6118123
1033,3	4,8669	3,7297	5,128		1,86485		149559,48672605	62967,4591553601	118031,9407763
1034,01	4,1695	3,034	4,2687		1,517		149562,69464805	62969,8602688601	118035,2766048
1034,73	3,5249	2,4091	3,5399		1,20455		149565,46463205	62971,8197848601	118038,0877008
1035,45	2,8425	1,7344	2,7462		0,8672		149567,75689605	62973,3114448601	118040,3506968
1036,16	2,1525	1,028	1,9023		0,514		149569,53012105	62974,2920968601	118042,0009143
1036,88	1,2525	0,11742	0,90023		0,05871		149570,75592105	62974,7044480601	118043,0098251
